"","k","i","j","ngram_sum"
"9283",36,86,121,"11|9|9|8|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|1|1|1"
"9284",36,87,122,"11|10|8|8|8|8|8|8|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|1|1|1"
"9285",36,88,123,"10|9|9|8|8|8|8|8|8|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|1|1|1"
"9286",36,89,124,"10|10|9|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|2|2|1|1|1"
"9287",36,90,125,"10|10|9|9|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|1|1|1"
"9288",36,91,126,"11|9|9|9|9|8|8|8|8|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1|1"
"9289",36,92,127,"11|9|9|9|8|8|8|8|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|1|1"
"9290",36,93,128,"11|10|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|1|1"
"9291",36,94,129,"10|10|10|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|1|1|0"
"9292",36,95,130,"10|10|9|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|1|1|0"
"9293",36,96,131,"10|10|10|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|2|1|0"
"9294",36,97,132,"10|10|9|9|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1|0"
"9295",36,98,133,"10|10|9|9|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1|0"
"9296",36,99,134,"11|11|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|1|0"
"9297",36,100,135,"11|11|9|9|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1|0"
"9298",36,101,136,"11|10|10|9|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|1|1|0"
"9299",36,102,137,"12|10|9|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|1|1|1|0"
"9300",36,103,138,"11|10|9|9|9|8|8|8|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1|1|0"
"9301",36,104,139,"11|9|9|9|9|8|8|8|8|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|1|1|1|0"
"9302",36,105,140,"11|9|9|9|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1|1|0"
"9303",36,106,141,"10|10|9|9|8|8|8|8|8|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|1|1|1"
"9304",36,107,142,"11|10|9|9|9|8|8|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1"
"9305",36,108,143,"12|9|9|9|9|8|8|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|1|1"
"9306",36,109,144,"12|9|9|9|9|8|8|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9307",36,110,145,"13|9|9|8|8|8|8|8|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1"
"9308",36,111,146,"12|9|9|8|8|8|8|8|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|1"
"9309",36,112,147,"11|9|9|9|8|8|8|8|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9310",36,113,148,"11|10|9|9|9|8|8|8|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|1"
"9311",36,114,149,"11|10|9|9|9|8|8|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9312",36,115,150,"11|10|9|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|1"
"9313",36,116,151,"11|10|9|9|9|9|8|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|1"
"9314",36,117,152,"11|10|10|9|9|8|8|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|2|2|1"
"9315",36,118,153,"11|11|10|9|9|8|8|8|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|1"
"9316",36,119,154,"11|11|10|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|2|1"
"9317",36,120,155,"11|10|10|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9318",36,121,156,"12|10|9|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|1"
"9319",36,122,157,"12|10|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|2"
"9320",36,123,158,"11|9|8|8|8|8|8|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|2|2"
"9321",36,124,159,"11|9|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2"
"9322",36,125,160,"10|9|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9323",36,126,161,"10|10|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2"
"9324",36,127,162,"11|10|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2"
"9325",36,128,163,"10|10|9|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|2|2"
"9326",36,129,164,"10|10|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2"
"9327",36,130,165,"10|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9328",36,131,166,"10|9|9|9|8|8|8|8|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|2"
"9329",36,132,167,"9|9|9|9|8|8|8|8|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9330",36,133,168,"10|9|9|9|8|8|8|8|8|8|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2"
"9331",36,134,169,"10|9|9|8|8|8|8|8|8|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2"
"9332",36,135,170,"10|9|9|8|8|8|8|8|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1"
"9333",36,136,171,"10|9|9|9|8|8|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2"
"9334",36,137,172,"9|9|9|9|9|8|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9335",36,138,173,"9|9|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2"
"9336",36,139,174,"10|9|9|9|9|8|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2"
"9337",36,140,175,"10|9|9|8|8|8|8|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9338",36,141,176,"10|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2"
"9339",36,142,177,"10|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9340",36,143,178,"10|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2"
"9341",36,144,179,"11|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2"
"9342",36,145,180,"11|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2"
"9343",36,146,181,"10|9|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|2"
"9344",36,147,182,"10|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1"
"9345",36,148,183,"10|9|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|1"
"9346",36,149,184,"9|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|1"
"9347",36,150,185,"9|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2"
"9348",36,151,186,"10|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2"
"9349",36,152,187,"9|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|1"
"9350",36,153,188,"9|8|8|8|8|8|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|2|2|2|2"
"9351",36,154,189,"9|8|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|2|2|2|2"
"9352",36,155,190,"8|8|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|2|2|2|2|2"
"9353",36,156,191,"8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2"
"9354",36,157,192,"9|9|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2"
"9355",36,158,193,"9|9|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2"
"9356",36,159,194,"9|8|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2"
"9357",36,160,195,"9|8|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|2|2|2|2|1"
"9358",36,161,196,"10|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|3|3|3|3|3|2|2|2|2|2|1"
"9359",36,162,197,"10|9|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|3|3|3|3|3|3|2|2|2|1|1"
"9360",36,163,198,"10|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1"
"9361",36,164,199,"10|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1"
"9362",36,165,200,"10|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|1"
"9363",36,166,201,"10|9|8|8|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9364",36,167,202,"10|10|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|1|1"
"9365",36,168,203,"10|10|8|8|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|2|1|1"
"9366",36,169,204,"10|10|8|8|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|1|1"
"9367",36,170,205,"11|10|8|8|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|1|1"
"9368",36,171,206,"11|11|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|1|1"
"9369",36,172,207,"10|10|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1"
"9370",36,173,208,"10|10|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9371",36,174,209,"10|9|9|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1"
"9372",36,175,210,"10|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|1"
"9373",36,176,211,"11|9|8|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|1"
"9374",36,177,212,"11|9|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|1"
"9375",36,178,213,"11|9|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1|1"
"9376",36,179,214,"11|9|9|9|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|1|0"
"9377",36,180,215,"11|9|9|9|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|3|3|2|2|1|0"
"9378",36,181,216,"11|9|9|9|9|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|1|0"
"9379",36,182,217,"12|10|9|9|9|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|1|1|0"
"9380",36,183,218,"11|9|9|9|9|8|8|8|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|1|1|0"
"9381",36,184,219,"11|9|9|9|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|1|0"
"9382",36,185,220,"11|10|9|9|9|8|8|8|8|8|7|7|7|7|7|7|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|1|0"
"9383",36,186,221,"10|10|10|9|8|8|8|8|8|8|7|7|7|7|7|7|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|1|0"
"9384",36,187,222,"10|10|10|9|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|1|0"
"9385",36,188,223,"10|10|9|9|8|8|8|8|8|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|1|1"
"9386",36,189,224,"10|10|9|9|9|8|8|8|7|7|7|7|7|7|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|1|1"
"9387",36,190,225,"11|10|10|9|8|8|8|8|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1|1"
"9388",36,191,226,"11|10|9|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|1|1"
"9389",36,192,227,"11|10|9|9|9|8|8|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|1"
"9390",36,193,228,"10|10|9|9|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|1"
"9391",36,194,229,"11|10|9|8|8|8|7|7|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|2|1"
"9392",36,195,230,"11|9|9|9|9|8|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|1"
"9393",36,196,231,"11|9|9|9|9|8|8|8|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|1"
"9394",36,197,232,"11|9|9|9|9|8|8|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1"
"9395",36,198,233,"11|10|9|9|9|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|2|1"
"9396",36,199,234,"12|10|9|8|8|8|8|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|2|1"
"9397",36,200,235,"12|10|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|2|1"
"9398",36,201,236,"12|10|9|9|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|1"
"9399",36,202,237,"13|9|9|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9400",36,203,238,"14|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|1"
"9401",36,204,239,"13|9|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|2"
"9402",36,205,240,"12|9|9|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|2|2"
"9403",36,206,241,"12|9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|1|1"
"9404",36,207,242,"12|9|9|9|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1|1"
"9405",36,208,243,"12|9|8|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1|1"
"9406",36,209,244,"11|8|8|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|1"
"9407",36,210,245,"11|8|8|8|8|8|8|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|1"
"9408",36,211,246,"11|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|1"
"9409",36,212,247,"12|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1|1"
